# Level 1: familiar fruit and everyday observation
Which fruit is commonly squeezed to make calamansi juice in the Philippines?~Quel fruit presse-t-on pour faire du jus de calamondin aux Philippines ?~Anong prutas ang pinipiga para sa kalamansi juice sa Pilipinas?|calamansi,apple,pear,grape
Which process removes water to preserve fruit as dried fruit?~Quel procédé retire l'eau pour conserver des fruits séchés ?~Anong proseso ang nag-aalis ng tubig para makagawa ng pinatuyong prutas?|drying,freezing,peeling,slicing
Which animals commonly carry pollen between apple blossoms?~Quels animaux transportent couramment le pollen entre les fleurs de pommier ?~Anong mga hayop ang karaniwang nagdadala ng polen sa mga bulaklak ng mansanas?|bees,fish,worms,snails
# Level 2: diversity, uses, growing habits
Which fruit makes star-shaped slices when cut across?~Quel fruit donne des tranches en forme d'étoile ?~Anong prutas ang hugis-bituin kapag hiniwa nang pahalang?|starfruit,lychee,guava,fig
Which fruit has a hairy-looking red or yellow rind?~Quel fruit a une écorce rouge ou jaune d'aspect chevelu ?~Anong prutas ang may pula o dilaw na balat na parang mabuhok?|rambutan,mangosteen,apple,plum
Which fruit has a thick purple rind surrounding white segments?~Quel fruit a une épaisse écorce violette entourant des quartiers blancs ?~Anong prutas ang may makapal na lilang balat na nakapalibot sa puting laman na hati-hati?|mangosteen,papaya,peach,banana
Which tropical fruit is especially known for its strong smell and spiky husk?~Quel fruit tropical est particulièrement connu pour sa forte odeur et sa coque épineuse ?~Anong tropikal na prutas ang kilala sa matapang na amoy at matinik na balat?|durian,lychee,guava,orange
Which very large fruit grows directly on the trunk and major branches of its tree?~Quel très gros fruit pousse directement sur le tronc et les grosses branches de son arbre ?~Anong napakalaking prutas ang tumutubo mismo sa katawan at malalaking sanga ng puno?|jackfruit,grape,cherry,blueberry
Which fruit comes from certain climbing cacti?~Quel fruit provient de certains cactus grimpants ?~Anong prutas ang galing sa ilang uri ng gumagapang na cactus?|dragonfruit,pear,mango,raspberry
Which fruit is used to give many versions of Filipino sinigang their sourness?~Quel fruit apporte l'acidité à de nombreuses versions du sinigang philippin ?~Anong prutas ang pampaasim sa maraming bersiyon ng sinigang?|tamarind,banana,apple,date
Which fruit is called guyabano in the Philippines?~Quel fruit est appelé guyabano aux Philippines ?~Alin ang tawag sa guyabano sa Ingles?|soursop,lychee,fig,apricot
Which fruit is called bayabas in Tagalog?~Quel fruit est appelé bayabas en tagalog ?~Alin ang tawag sa bayabas sa Ingles?|guava,mango,plum,coconut
Which fruit is called langka in Tagalog?~Quel fruit est appelé langka en tagalog ?~Alin ang tawag sa langka sa Ingles?|jackfruit,durian,lychee,peach
Which fruit usually has a bumpy pink-red shell and translucent white flesh around one brown seed?~Quel fruit a généralement une coque rose-rouge bosselée et une chair blanche translucide autour d'une graine brune ?~Anong prutas ang karaniwang may bukol-bukol na rosas-pulang balat at puting malinaw-linaw na laman sa paligid ng isang kayumangging buto?|lychee,apple,kiwi,banana
Which fruit contains many juicy red arils separated by pale membranes?~Quel fruit contient de nombreux arilles rouges et juteux séparés par des membranes claires ?~Anong prutas ang may maraming makatas na pulang aril na pinaghihiwalay ng maputlang lamad?|pomegranate,pear,plum,lemon
Which orange autumn fruit is also called kaki?~Quel fruit orange d'automne porte aussi le nom de kaki ?~Anong kulay-kahel na prutas ng taglagas ang tinatawag ding kaki?|persimmon,orange,apricot,mango
Which aromatic yellow fruit is often cooked into paste because its raw flesh is hard and astringent?~Quel fruit jaune parfumé est souvent cuit en pâte car sa chair crue est dure et astringente ?~Anong mabangong dilaw na prutas ang madalas gawing paste dahil matigas at mapakla kapag hilaw?|quince,pineapple,banana,grape
Which fruit is essentially a smooth-skinned peach?~Quel fruit est une pêche à peau lisse ?~Anong prutas ang uri ng peach na makinis ang balat?|nectarine,plum,apricot,cherry
Which small tart red fruit is commonly made into a sauce served with Thanksgiving turkey?~Quel petit fruit rouge acidulé sert souvent à préparer une sauce pour la dinde de Thanksgiving ?~Anong maliit at maasim na pulang prutas ang karaniwang ginagawang sarsa para sa pabo tuwing Thanksgiving?|cranberry,lychee,date,banana
Which fruit is traditionally pressed to make a major Mediterranean cooking oil?~Quel fruit presse-t-on traditionnellement pour produire une grande huile de cuisine méditerranéenne ?~Anong prutas ang karaniwang pinipiga para sa langis na gamit sa lutuing Mediterranean?|olive,apple,grape,papaya
Which of these is botanically a fruit, although usually eaten as a vegetable?~Lequel est botaniquement un fruit, bien que généralement consommé comme légume ?~Alin ang bunga sa botanika kahit karaniwang kinakain bilang gulay?|tomato,carrot,lettuce,potato
Which plant produces bananas?~Quel type de plante produit les bananes ?~Anong uri ng halaman ang namumunga ng saging?|herb,tree,moss,vine
Which substance makes up most of a fresh watermelon's mass?~Quelle substance représente la majeure partie de la masse d'une pastèque fraîche ?~Anong sangkap ang bumubuo sa karamihan ng bigat ng sariwang pakwan?|water,oil,salt,starch
Which nutrient is citrus fruit particularly associated with?~À quelle vitamine associe-t-on particulièrement les agrumes ?~Anong bitamina ang kilalang taglay ng mga sitrus?|vitaminc,vitaminb12,vitamind,vitamink
Which fruit is a large ancestral citrus species, Citrus maxima?~Quel fruit appartient à la grande espèce ancestrale d'agrume Citrus maxima ?~Anong prutas ang malaking sinaunang uri ng sitrus na Citrus maxima?|pomelo,grapefruit,calamansi,mandarin
Which fruit often has wrinkled purple or yellow skin and a pulp full of edible seeds?~Quel fruit a souvent une peau violette ou jaune ridée et une pulpe pleine de graines comestibles ?~Anong prutas ang madalas may kulubot na lila o dilaw na balat at laman na maraming nakakain na buto?|passionfruit,apple,pear,coconut
What type of plant does the grapevine grow as?~Quel est le port de la vigne qui produit le raisin ?~Anong anyo ng halaman ang puno ng ubas?|vine,moss,tree,herb
Which fruit has a large flat stone and is often eaten green or ripe in the Philippines?~Quel fruit a un gros noyau aplati et se mange vert ou mûr aux Philippines ?~Anong prutas ang may malaking lapad na buto at kinakain nang hilaw o hinog sa Pilipinas?|mango,grape,orange,fig
# Level 3: school botany and food science
From which floral structure does a true fruit develop?~De quelle structure florale un vrai fruit se développe-t-il ?~Saang bahagi ng bulaklak nabubuo ang tunay na bunga?|ovary,root,leaf,petal
Which botanical fruit type is a peach?~Quel type botanique de fruit est la pêche ?~Anong uri ng bunga sa botanika ang peach?|drupe,pepo,hesperidium,capsule
Which botanical fruit type is an orange?~Quel type botanique de fruit est l'orange ?~Anong uri ng bunga sa botanika ang kahel?|hesperidium,drupe,pome,legume
Which botanical fruit type is a watermelon?~Quel type botanique de fruit est la pastèque ?~Anong uri ng bunga sa botanika ang pakwan?|pepo,pome,drupe,achene
Which botanical fruit type is an apple?~Quel type botanique de fruit est la pomme ?~Anong uri ng bunga sa botanika ang mansanas?|pome,hesperidium,capsule,legume
Which of these is a botanical berry?~Lequel de ces fruits est une baie au sens botanique ?~Alin dito ang berry sa botanika?|grape,peach,apple,strawberry
What are the tiny individual fruits on a strawberry's surface called?~Comment appelle-t-on les minuscules fruits individuels à la surface d'une fraise ?~Ano ang tawag sa maliliit na indibidwal na bunga sa ibabaw ng strawberry?|achene,drupe,pepo,capsule
Which plant tissue makes up most of a strawberry's fleshy part?~Quel tissu végétal constitue l'essentiel de la partie charnue d'une fraise ?~Anong bahagi ng halaman ang bumubuo sa karamihan ng malaman na bahagi ng strawberry?|receptacle,root,leaf,pollen
Which gas acts as a plant hormone promoting ripening in many fruits?~Quel gaz agit comme hormone végétale favorisant la maturation de nombreux fruits ?~Anong gas ang hormone ng halaman na tumutulong sa paghinog ng maraming prutas?|ethylene,oxygen,nitrogen,helium
Which substance helps fruit jam form a gel?~Quelle substance aide la confiture à prendre en gel ?~Anong sangkap ang tumutulong para mamuo ang jam?|pectin,gluten,chlorophyll,salt
Which fruit contains the enzyme bromelain?~Quel fruit contient l'enzyme bromélaïne ?~Anong prutas ang may enzyme na bromelain?|pineapple,apple,pear,grape
Which fruit gives its name to the enzyme papain?~Quel fruit donne son nom à l'enzyme papaïne ?~Anong prutas ang pinagmulan ng pangalan ng enzyme na papain?|papaya,plum,peach,fig
Which family includes apples, pears and peaches?~Quelle famille comprend les pommes, les poires et les pêches ?~Anong pamilya ng halaman ang kinabibilangan ng mansanas, peras at peach?|rose,grass,nightshade,citrusfamily
Which family includes oranges and lemons?~Quelle famille comprend les oranges et les citrons ?~Anong pamilya ang kinabibilangan ng kahel at limon?|citrusfamily,rose,grass,cactus
Which family includes tomatoes?~À quelle famille appartiennent les tomates ?~Anong pamilya ang kinabibilangan ng kamatis?|nightshade,rose,laurel,mulberry
Which pigments commonly give blueberries their blue-purple color?~Quels pigments donnent généralement aux myrtilles leur couleur bleu-violet ?~Anong mga pigment ang karaniwang nagbibigay ng asul-lilang kulay sa blueberry?|anthocyanins,chlorophyll,pectin,cellulose
Which pigments commonly contribute to the orange color of apricots?~Quels pigments contribuent généralement à la couleur orange des abricots ?~Anong mga pigment ang karaniwang nagbibigay ng kulay-kahel sa aprikot?|carotenoids,chlorophyll,pectin,gluten
During banana ripening, much of the starch is converted into what?~En mûrissant, une grande partie de l'amidon de la banane se transforme en quoi ?~Sa paghinog ng saging, ano ang nagiging anyo ng karamihan sa gawgaw nito?|sugar,salt,cellulose,oil
Which fruit can continue ripening substantially after harvest?~Quel fruit peut continuer à mûrir nettement après la récolte ?~Anong prutas ang maaaring patuloy na mahinog nang malaki matapos pitasin?|banana,grape,strawberry,orange
Which fruit is formed from many flowers joined together?~Quel fruit se forme à partir de nombreuses fleurs réunies ?~Anong prutas ang nabubuo mula sa maraming bulaklak na nagsama-sama?|pineapple,peach,grape,lemon
Which fruit consists of a cluster of small drupelets from one flower?~Quel fruit est un assemblage de petites drupéoles issues d'une seule fleur ?~Anong prutas ang kumpol ng maliliit na drupe mula sa iisang bulaklak?|raspberry,orange,apple,banana
Which familiar fruit is a fibrous drupe, despite its English name ending in 'nut'?~Quel fruit familier est une drupe fibreuse, malgré le mot « noix » dans son nom français ?~Anong pamilyar na prutas ang fibrous drupe kahit nagtatapos sa 'nut' ang pangalan nito sa Ingles?|coconut,peanut,chestnut,almond
Which fruit produces the edible seed sold as an almond?~Quel fruit produit la graine comestible vendue sous le nom d'amande ?~Anong uri ng bunga ang pinagmumulan ng butong ibinebentang almond?|drupe,hesperidium,pepo,pome
Which part of the coconut is the fibrous coir obtained from?~De quelle partie de la noix de coco provient la fibre de coco ?~Saang bahagi ng niyog kinukuha ang bunot?|husk,seed,leaf,petal
What develops from a fertilized ovule in a flowering plant?~Que devient un ovule fécondé chez une plante à fleurs ?~Ano ang nabubuo mula sa napertilisa na ovule ng halamang namumulaklak?|seed,petal,leaf,pollen
# Level 4: specialist terminology and classification
What is fruit development without fertilization called?~Comment appelle-t-on le développement d'un fruit sans fécondation ?~Ano ang tawag sa pagbuo ng bunga nang walang pertilisasyon?|parthenocarpy,germination,pollination,photosynthesis
What term describes fruit with a pronounced respiration and ethylene surge during ripening?~Quel terme désigne un fruit dont la maturation s'accompagne d'un pic de respiration et d'éthylène ?~Ano ang tawag sa bungang may matinding pagtaas ng respirasyon at etileno habang nahihinog?|climacteric,deciduous,evergreen,aquatic
Which pericarp layer forms the hard stone of a peach?~Quelle couche du péricarpe forme le noyau dur d'une pêche ?~Anong sapin ng pericarp ang bumubuo sa matigas na bato ng peach?|endocarp,mesocarp,exocarp,receptacle
Which pericarp layer forms most of a peach's edible flesh?~Quelle couche du péricarpe forme l'essentiel de la chair comestible d'une pêche ?~Anong sapin ng pericarp ang bumubuo sa karamihan ng nakakain na laman ng peach?|mesocarp,endocarp,exocarp,embryo
Which pericarp layer is the outermost?~Quelle couche du péricarpe est la plus externe ?~Anong sapin ng pericarp ang pinakalabas?|exocarp,mesocarp,endocarp,embryo
Which genus contains cultivated apples?~Quel genre comprend les pommiers cultivés ?~Anong genus ang kinabibilangan ng mga nililinang na mansanas?|malus,prunus,vitis,citrus
Which genus contains peaches, plums and cherries?~Quel genre comprend les pêchers, les pruniers et les cerisiers ?~Anong genus ang kinabibilangan ng peach, plum at seresa?|prunus,malus,musa,fragaria
Which genus contains grapevines?~Quel genre comprend les vignes à raisin ?~Anong genus ang kinabibilangan ng mga puno ng ubas?|vitis,ficus,rubus,citrus
Which genus contains bananas?~Quel genre comprend les bananiers ?~Anong genus ang kinabibilangan ng mga saging?|musa,malus,prunus,vitis
Which genus contains strawberries?~Quel genre comprend les fraisiers ?~Anong genus ang kinabibilangan ng mga strawberry?|fragaria,ficus,citrus,musa
Which genus contains raspberries and blackberries?~Quel genre comprend les framboisiers et les ronces à mûres ?~Anong genus ang kinabibilangan ng raspberry at blackberry?|rubus,vitis,malus,prunus
Which genus contains the common fig?~À quel genre appartient le figuier commun ?~Anong genus ang kinabibilangan ng karaniwang igos?|ficus,fragaria,citrus,musa
Which family contains pineapple?~À quelle famille appartient l'ananas ?~Anong pamilya ang kinabibilangan ng pinya?|bromeliad,rose,grass,mulberry
Which family contains avocado?~À quelle famille appartient l'avocatier ?~Anong pamilya ang kinabibilangan ng abokado?|laurel,rose,cactus,citrusfamily
Which family contains jackfruit and common figs?~Quelle famille comprend le jacquier et le figuier commun ?~Anong pamilya ang kinabibilangan ng langka at karaniwang igos?|mulberry,laurel,bromeliad,nightshade
Which family contains dragon fruit plants?~À quelle famille appartiennent les plantes produisant les pitayas ?~Anong pamilya ang kinabibilangan ng mga halamang namumunga ng dragon fruit?|cactus,rose,grass,laurel
Which term classifies a pineapple by its origin from an inflorescence?~Quel terme classe l'ananas selon son origine à partir d'une inflorescence ?~Anong uri ang pinya batay sa pagbuo nito mula sa isang kumpol ng mga bulaklak?|multiple,aggregate,simple,dry
Which term classifies a raspberry formed from separate ovaries of one flower?~Quel terme classe la framboise formée à partir des ovaires séparés d'une seule fleur ?~Anong uri ang raspberry na nabuo mula sa magkakahiwalay na obaryo ng iisang bulaklak?|aggregate,multiple,capsule,legume
What is the botanical fruit type of the peanut pod?~Quel est le type botanique de la gousse d'arachide ?~Anong uri ng bunga sa botanika ang supot ng mani?|legume,drupe,pome,hesperidium
Which compounds are chiefly responsible for the astringency of unripe astringent persimmons?~Quels composés expliquent principalement l'astringence des kakis astringents non mûrs ?~Anong mga sangkap ang pangunahing sanhi ng pagkapakla ng mga hilaw na astringent persimmon?|tannins,pectin,starch,chlorophyll
Which protein-digesting enzyme makes fresh pineapple interfere with gelatin setting?~Quelle enzyme qui dégrade les protéines permet à l'ananas frais d'empêcher la gélatine de prendre ?~Anong enzyme na tumutunaw ng protina sa sariwang pinya ang nakahahadlang sa pagbuo ng gelatin?|bromelain,lactase,amylase,papain
Which protein-digesting enzyme is extracted from papaya latex?~Quelle enzyme qui dégrade les protéines est extraite du latex de papaye ?~Anong enzyme na tumutunaw ng protina ang kinukuha sa latex ng papaya?|papain,bromelain,lactase,amylase
Which process transfers pollen to a flower's stigma?~Quel processus transporte le pollen jusqu'au stigmate d'une fleur ?~Anong proseso ang paglilipat ng polen sa stigma ng bulaklak?|pollination,germination,parthenocarpy,photosynthesis
Which botanical fruit type is an avocado?~Quel type botanique de fruit est l'avocat ?~Anong uri ng bunga sa botanika ang abokado?|berry,drupe,pome,legume
Which fruit is a natural hybrid descended from sweet orange and pomelo (Citrus maxima)?~Quel fruit est un hybride naturel issu de l'orange douce et du pamplemousse (Citrus maxima) ?~Anong prutas ang likas na hybrid mula sa matamis na kahel at suha (Citrus maxima)?|grapefruit,lemon,mandarin,calamansi
