# Level 1: symbols, vocabulary and familiar figures
Which battle in 1066 led to William the Conqueror taking the English throne?~Quelle bataille de 1066 permit à Guillaume le Conquérant de prendre le trône anglais ?~Anong labanan noong 1066 ang nagbigay-daan sa pagkuha ni William the Conqueror sa trono ng Inglatera?|hastings,waterloo,bosworth,agincourt
Which king accepted Magna Carta in 1215?~Quel roi accepta la Magna Carta en 1215 ?~Sinong hari ang tumanggap sa Magna Carta noong 1215?|john,richard3,henry8,george3
Which dynasty did Henry VIII belong to?~À quelle dynastie Henri VIII appartenait-il ?~Sa anong dinastiya kabilang si Henry VIII?|tudor,stuart,windsor,bourbon
Which dynasty did Louis XIV belong to?~À quelle dynastie Louis XIV appartenait-il ?~Sa anong dinastiya kabilang si Louis XIV?|bourbon,tudor,romanov,bern
Who was crowned emperor in Rome on Christmas Day in 800?~Qui fut couronné empereur à Rome le jour de Noël en 800 ?~Sino ang kinoronahang emperador sa Roma noong Pasko ng taong 800?|charlemagne,clovis,hugh,louis9
Which king issued the Edict of Nantes in 1598?~Quel roi promulgua l'édit de Nantes en 1598 ?~Sinong hari ang naglabas ng Edikto ng Nantes noong 1598?|henri4,louis14,francis1,charles7
Which king was executed during the French Revolution in 1793?~Quel roi fut exécuté pendant la Révolution française en 1793 ?~Sinong hari ang binitay noong Rebolusyong Pranses sa 1793?|louis16,louis15,louis18,charles10
Which English king was executed in 1649?~Quel roi d'Angleterre fut exécuté en 1649 ?~Sinong hari ng Inglatera ang binitay noong 1649?|charles1,charles2,james2,william3
Which king returned to the English throne at the Restoration of 1660?~Quel roi monta sur le trône anglais lors de la Restauration de 1660 ?~Sinong hari ang umupo sa trono ng Inglatera sa Restoration ng 1660?|charles2,charles1,george1,james1
Which queen of Castile helped finance Columbus's voyage of 1492?~Quelle reine de Castille contribua au financement du voyage de Colomb en 1492 ?~Sinong reyna ng Castile ang tumulong pondohan ang paglalakbay ni Columbus noong 1492?|isabella,elizabeth1,mariatheresa,christina
Which king of Aragon married Isabella of Castile?~Quel roi d'Aragon épousa Isabelle de Castille ?~Sinong hari ng Aragon ang nagpakasal kay Isabella ng Castile?|ferdinand,philip2,philip5,charles2sp
Which country did Philip II send the Armada from in 1588?~Depuis quel pays Philippe II envoya-t-il l'Armada en 1588 ?~Mula sa anong bansa ipinadala ni Philip II ang Armada noong 1588?|spain,france,denmark,portugal
Which queen was on England's throne when the Armada sailed in 1588?~Quelle reine occupait le trône anglais lors de l'expédition de l'Armada en 1588 ?~Sinong reyna ang nasa trono ng Inglatera nang maglayag ang Armada noong 1588?|elizabeth1,mary1,victoria,anne
Which king founded Saint Petersburg in 1703?~Quel souverain fonda Saint-Pétersbourg en 1703 ?~Sinong monarka ang nagtatag ng Saint Petersburg noong 1703?|peter1,ivan4,nicholas2,michael
Which dynasty ruled Russia from 1613 until 1917?~Quelle dynastie régna sur la Russie de 1613 à 1917 ?~Anong dinastiya ang naghari sa Russia mula 1613 hanggang 1917?|romanov,habsburg,bourbon,tudor
Who was Russia's last reigning emperor?~Qui fut le dernier empereur régnant de Russie ?~Sino ang huling nagharing emperador ng Russia?|nicholas2,peter1,ivan4,michael
Which king abdicated the British throne in 1936?~Quel roi abdiqua le trône britannique en 1936 ?~Sinong hari ang nagbitiw sa trono ng Britanya noong 1936?|edward8,george6,george5,george3
Who was Elizabeth II's father?~Qui était le père d'Élisabeth II ?~Sino ang ama ni Elizabeth II?|george6,george5,edward8,george3
Which royal house adopted the name Windsor in 1917 under George V?~Quel nom la maison royale britannique adopta-t-elle en 1917 sous George V ?~Anong pangalan ang pinili ng maharlikang sambahayan ng Britanya noong 1917 sa panahon ni George V?|windsor,tudor,stuart,hanover
Who became the first king of independent Belgium in 1831?~Qui devint le premier roi de la Belgique indépendante en 1831 ?~Sino ang naging unang hari ng malayang Belgium noong 1831?|leopold1,william1nl,haakon7,victoremmanuel
Who became the first king of unified Italy in 1861?~Qui devint le premier roi de l'Italie unifiée en 1861 ?~Sino ang naging unang hari ng pinag-isang Italya noong 1861?|victoremmanuel,leopold1,juan,william1nl
Which French king succeeded Louis XIV in 1715?~Quel roi de France succéda à Louis XIV en 1715 ?~Sinong hari ng Pransiya ang humalili kay Louis XIV noong 1715?|louis15,louis16,louis13,louis18
In which city were many French kings traditionally crowned?~Dans quelle ville de nombreux rois de France étaient-ils traditionnellement sacrés ?~Saang lungsod tradisyonal na kinoronahan ang maraming hari ng Pransiya?|reims,lyon,marseille,bordeaux
Which abbey hosted Elizabeth II's coronation in 1953?~Quelle abbaye accueillit le couronnement d'Élisabeth II en 1953 ?~Saang abadia ginanap ang koronasyon ni Elizabeth II noong 1953?|westminster,notredame,saintdenis,stpeter
# Level 3: historical connections across Europe
Which king founded the Capetian dynasty in 987?~Quel roi fonda la dynastie capétienne en 987 ?~Sinong hari ang nagtatag ng dinastiyang Capetian noong 987?|hugh,charlemagne,clovis,philip2fr
Which French king won the Battle of Bouvines in 1214?~Quel roi de France remporta la bataille de Bouvines en 1214 ?~Sinong hari ng Pransiya ang nanalo sa Labanan sa Bouvines noong 1214?|philip2fr,louis9,philip4fr,charles7
Which French king was defeated and captured at Pavia in 1525?~Quel roi de France fut vaincu et capturé à Pavie en 1525 ?~Sinong hari ng Pransiya ang natalo at nabihag sa Pavia noong 1525?|francis1,henri4,louis13,charles7
Which king died in 1559 after being injured in a joust?~Quel roi mourut en 1559 après avoir été blessé lors d'un tournoi ?~Sinong hari ang namatay noong 1559 matapos masugatan sa isang joust?|henri2,francis1,henri4,louis13
Which French king revoked the Edict of Nantes in 1685?~Quel roi de France révoqua l'édit de Nantes en 1685 ?~Sinong hari ng Pransiya ang nagpawalang-bisa sa Edikto ng Nantes noong 1685?|louis14,louis13,louis15,louis16
Which monarch was already king of Scotland before inheriting England's crown in 1603?~Quel monarque était déjà roi d'Écosse avant d'hériter de la couronne anglaise en 1603 ?~Sinong monarka ang hari na ng Scotland bago manahin ang korona ng Inglatera noong 1603?|james1,james2,charles1,william3
Under which queen did the 1707 union create the Kingdom of Great Britain?~Sous quelle reine l'union de 1707 créa-t-elle le royaume de Grande-Bretagne ?~Sa ilalim ng sinong reyna nabuo ang Kaharian ng Great Britain sa unyon ng 1707?|anne,elizabeth1,mary1,victoria
Which king was displaced by the Glorious Revolution of 1688?~Quel roi fut écarté par la Glorieuse Révolution de 1688 ?~Sinong hari ang naalis sa Glorious Revolution ng 1688?|james2,charles2,george1,henry8
Which king established the Tudor dynasty after Bosworth in 1485?~Quel roi établit la dynastie Tudor après Bosworth en 1485 ?~Sinong hari ang nagtatag ng dinastiyang Tudor matapos ang Bosworth noong 1485?|henry7,henry8,richard3,edward4
Which English king won the Battle of Agincourt in 1415?~Quel roi d'Angleterre remporta la bataille d'Azincourt en 1415 ?~Sinong hari ng Inglatera ang nanalo sa Labanan sa Agincourt noong 1415?|henry5,henry7,richard1,edward1
Which Scottish king won at Bannockburn in 1314?~Quel roi d'Écosse remporta la bataille de Bannockburn en 1314 ?~Sinong hari ng Scotland ang nanalo sa Bannockburn noong 1314?|robert,james1,canute,alfred
Which Hanoverian king ruled Britain during the American War of Independence?~Quel roi de la maison de Hanovre régnait sur la Grande-Bretagne pendant la guerre d'indépendance américaine ?~Sinong hari ng Hanover ang naghari sa Britanya noong Digmaan ng Kalayaan ng Amerika?|george3,george1,george5,george6
Which king became Spain's first Bourbon monarch in 1700?~Quel roi devint le premier Bourbon sur le trône espagnol en 1700 ?~Sinong hari ang naging unang Bourbon sa trono ng Espanya noong 1700?|philip5,philip2,charles2sp,ferdinand
Which ruler was both Charles I of Spain and Holy Roman Emperor Charles V?~Quel souverain fut à la fois Charles Ier d'Espagne et l'empereur Charles Quint ?~Sinong monarka ang parehong Charles I ng Espanya at Emperador Charles V?|charles5,charles4,charles2sp,philip2
Which Portuguese king's reign saw Vasco da Gama reach India in 1498?~Sous quel roi du Portugal Vasco de Gama atteignit-il l'Inde en 1498 ?~Sa paghahari ng sinong hari ng Portugal narating ni Vasco da Gama ang India noong 1498?|manuel,afonso,joao1,joao4
Which queen abdicated Sweden's throne in 1654?~Quelle reine abdiqua le trône de Suède en 1654 ?~Sinong reyna ang nagbitiw sa trono ng Sweden noong 1654?|christina,margaret1,mariatheresa,isabella
Which Swedish king was killed at Lützen in 1632?~Quel roi de Suède fut tué à Lützen en 1632 ?~Sinong hari ng Sweden ang napatay sa Lützen noong 1632?|gustav2,gustav1,charles12,charles14
Which Swedish royal dynasty was founded by a former marshal of Napoleon?~Quelle dynastie royale suédoise fut fondée par un ancien maréchal de Napoléon ?~Anong dinastiya sa Sweden ang itinatag ng dating marshal ni Napoleon?|bern,romanov,habsburg,savoy
Which ruler is closely associated with the Kalmar Union of 1397?~Quelle souveraine est étroitement associée à l'union de Kalmar de 1397 ?~Sinong monarka ang malapit na nauugnay sa Unyon ng Kalmar noong 1397?|margaret1,christina,isabella,anne
Which king took Norway's throne after independence from Sweden in 1905?~Quel roi monta sur le trône de Norvège après l'indépendance vis-à-vis de la Suède en 1905 ?~Sinong hari ang umupo sa trono ng Norway matapos ang paglaya nito mula sa Sweden noong 1905?|haakon7,christian4,frederick7,charles12
Which Prussian king was known as Frederick the Great?~Quel roi de Prusse fut appelé Frédéric le Grand ?~Sinong hari ng Prussia ang kilala bilang Frederick the Great?|frederick2,frederick7,franzjoseph,joseph2
Which Habsburg ruler was Marie Antoinette's mother?~Quelle souveraine Habsbourg était la mère de Marie-Antoinette ?~Sinong monarkang Habsburg ang ina ni Marie Antoinette?|mariatheresa,catherine2,christina,isabella
Which ruler reigned as Russian empress from 1762 to 1796?~Quelle souveraine régna comme impératrice de Russie de 1762 à 1796 ?~Sinong monarka ang naging emperatris ng Russia mula 1762 hanggang 1796?|catherine2,mariatheresa,christina,victoria
Which French king was overthrown in the July Revolution of 1830?~Quel roi de France fut renversé par la révolution de Juillet 1830 ?~Sinong hari ng Pransiya ang napatalsik sa Rebolusyon ng Hulyo 1830?|charles10,louis16,louis18,louisphilippe
Which king of the French abdicated during the Revolution of 1848?~Quel roi des Français abdiqua pendant la révolution de 1848 ?~Sinong hari ng mga Pranses ang nagbitiw noong Rebolusyon ng 1848?|louisphilippe,charles10,louis18,louis16
# Level 4: precise institutions, chronology and less familiar reigns
Which emperor issued the Golden Bull of 1356 regulating imperial elections?~Quel empereur promulgua la Bulle d'or de 1356 réglementant l'élection impériale ?~Sinong emperador ang naglabas ng Golden Bull ng 1356 na nagtakda ng mga patakaran sa pagpili ng emperador?|charles4,charles5,otto1,rudolf1
Which ruler was crowned emperor in 962, a key date in the Holy Roman Empire's history?~Quel souverain fut couronné empereur en 962, date majeure de l'histoire du Saint-Empire ?~Sinong monarka ang kinoronahang emperador noong 962, mahalagang petsa sa kasaysayan ng Banal na Imperyong Romano?|otto1,charlemagne,charles4,rudolf1
Which Habsburg was elected King of the Romans in 1273?~Quel Habsbourg fut élu roi des Romains en 1273 ?~Sinong Habsburg ang nahalal na Hari ng mga Romano noong 1273?|rudolf1,charles5,franzjoseph,joseph2
Which ruler founded Charles University in Prague in 1348?~Quel souverain fonda l'université Charles à Prague en 1348 ?~Sinong monarka ang nagtatag ng Charles University sa Prague noong 1348?|charles4,charles5,otto1,frederick2
Which French king ordered the arrest of the Knights Templar in 1307?~Quel roi de France ordonna l'arrestation des Templiers en 1307 ?~Sinong hari ng Pransiya ang nag-utos na dakpin ang mga Knights Templar noong 1307?|philip4fr,philip2fr,louis9,francis1
Which city was Charlemagne's principal palace and court center?~Quelle ville accueillait le principal palais et centre de cour de Charlemagne ?~Anong lungsod ang pangunahing sentro ng palasyo at korte ni Charlemagne?|aachen,vienna,madrid,lisbon
Which dynasty did Clovis I belong to?~À quelle dynastie Clovis Ier appartenait-il ?~Sa anong dinastiya kabilang si Clovis I?|merovingian,carolingian,capetian,valois
Which king established the Aviz dynasty after the 1385 Portuguese succession crisis?~Quel roi établit la dynastie d'Aviz à l'issue de la crise de succession portugaise de 1385 ?~Sinong hari ang nagtatag ng dinastiyang Aviz matapos ang krisis sa paghalili sa Portugal noong 1385?|joao1,joao4,manuel,afonso
Which king restored a Portuguese royal dynasty independent of the Spanish crown in 1640?~Quel roi rétablit une dynastie portugaise indépendante de la couronne espagnole en 1640 ?~Sinong hari ang nagbalik ng malayang dinastiya ng Portugal mula sa korona ng Espanya noong 1640?|joao4,joao1,manuel,afonso
Which dynasty did John IV of Portugal belong to?~À quelle dynastie Jean IV de Portugal appartenait-il ?~Sa anong dinastiya kabilang si John IV ng Portugal?|braganza,aviz,habsburg,bourbon
Which Spanish king's death without an heir in 1700 triggered a succession crisis?~La mort sans héritier de quel roi espagnol en 1700 déclencha une crise de succession ?~Ang pagkamatay nang walang tagapagmana ng sinong hari ng Espanya noong 1700 ang nagpasimula ng krisis sa paghalili?|charles2sp,philip2,philip5,ferdinand
Which Scandinavian king is associated with the large Jelling stone and gave his nickname to Bluetooth?~Quel roi scandinave est associé à la grande pierre de Jelling et a donné son surnom au Bluetooth ?~Sinong hari ng Scandinavia ang nauugnay sa malaking batong Jelling at pinagmulan ng pangalang Bluetooth?|harald,canute,christian4,gustav1
Which Danish king signed the constitution of 1849?~Quel roi danois signa la Constitution de 1849 ?~Sinong hari ng Denmark ang lumagda sa konstitusyon ng 1849?|frederick7,christian4,harald,haakon7
Which Swedish king was defeated by Peter the Great at Poltava in 1709?~Quel roi de Suède fut vaincu par Pierre le Grand à Poltava en 1709 ?~Sinong hari ng Sweden ang natalo kay Peter the Great sa Poltava noong 1709?|charles12,gustav1,gustav2,charles14
Which monarch was born Jean-Baptiste Bernadotte?~Quel monarque est né sous le nom de Jean-Baptiste Bernadotte ?~Sinong monarka ang isinilang na Jean-Baptiste Bernadotte?|charles14,charles12,gustav2,haakon7
Which Polish king led the relief of Vienna in 1683?~Quel roi de Pologne mena les secours à Vienne en 1683 ?~Sinong hari ng Poland ang namuno sa pagsaklolo sa Vienna noong 1683?|sobieski,casimir,jagiello,stephen
Which Polish king founded the University of Kraków in 1364?~Quel roi de Pologne fonda l'université de Cracovie en 1364 ?~Sinong hari ng Poland ang nagtatag ng Unibersidad ng Kraków noong 1364?|casimir,sobieski,jagiello,stephen
Which Lithuanian ruler became king of Poland in 1386 as Władysław II?~Quel souverain lituanien devint roi de Pologne en 1386 sous le nom de Ladislas II ?~Sinong pinuno ng Lithuania ang naging hari ng Poland noong 1386 bilang Władysław II?|jagiello,casimir,sobieski,otto1
Who is traditionally recognized as Hungary's first Christian king?~Qui est traditionnellement reconnu comme le premier roi chrétien de Hongrie ?~Sino ang tradisyonal na kinikilalang unang Kristiyanong hari ng Hungary?|stephen,casimir,otto1,charles4
Which king ruled England, Denmark and Norway as an 11th-century North Sea empire?~Quel roi régna sur l'Angleterre, le Danemark et la Norvège dans un empire de la mer du Nord au XIe siècle ?~Sinong hari ang namuno sa Inglatera, Denmark at Norway sa isang imperyo ng Hilagang Dagat noong ika-11 siglo?|canute,alfred,william1,athelstan
Which Wessex king is associated with resisting the Vikings and promoting learning in the ninth century?~Quel roi du Wessex est associé à la résistance aux Vikings et au développement du savoir au IXe siècle ?~Sinong hari ng Wessex ang nauugnay sa paglaban sa mga Viking at pagtataguyod ng pag-aaral noong ika-9 na siglo?|alfred,canute,william1,edward1
Which king was killed at Bosworth in 1485, ending the Yorkist line of English kings?~Quel roi fut tué à Bosworth en 1485, mettant fin à la lignée des rois anglais d'York ?~Sinong hari ang napatay sa Bosworth noong 1485, na nagtapos sa mga haring Yorkist ng Inglatera?|richard3,richard2,edward4,henry7
Which English king was the father of both Richard the Lionheart and King John?~Quel roi d'Angleterre était le père de Richard Cœur de Lion et de Jean sans Terre ?~Sinong hari ng Inglatera ang ama nina Richard the Lionheart at King John?|henry2,henry5,edward1,william1
Which Russian ruler first took the title Tsar of All Russia at his coronation in 1547?~Quel souverain russe prit le titre de tsar de toutes les Russies lors de son couronnement en 1547 ?~Sinong pinuno ng Russia ang kumuha ng titulong Tsar of All Russia sa koronasyon niya noong 1547?|ivan4,peter1,michael,nicholas2
Which Habsburg emperor was crowned King of Hungary under the Austro-Hungarian Compromise in 1867?~Quel empereur Habsbourg fut couronné roi de Hongrie dans le cadre du compromis austro-hongrois de 1867 ?~Sinong emperador na Habsburg ang kinoronahang hari ng Hungary sa ilalim ng Kasunduang Austro-Hungarian noong 1867?|franzjoseph,joseph2,charles5,rudolf1
